date,domain,status,status_details,pages
2021-12-15,domain4,Excluded,"Duplicate, Google chose different canonical than user",3
2021-12-15,domain4,Excluded,Excluded by ‘noindex’ tag,29879
2021-12-15,domain4,Valid,"Indexed, not submitted in sitemap",23932
2021-12-15,domain4,Warning,"Indexed, though blocked by robots.txt",2
2021-12-15,domain4,Excluded,Not found (404),113
2021-12-15,domain4,Warning,Page indexed without content,0
2021-12-15,domain4,Excluded,Page with redirect,1938
2021-12-15,domain4,Error,Server error (5xx),4
2021-12-15,domain4,Excluded,Soft 404,31
2021-12-16,domain4,Excluded,Alternate page with proper canonical tag,55669
2021-12-16,domain4,Excluded,Crawled - currently not indexed,1829
2021-12-16,domain4,Excluded,Duplicate without user-selected canonical,19
2021-12-16,domain4,Excluded,"Duplicate, Google chose different canonical than user",3
2021-12-16,domain4,Excluded,Excluded by ‘noindex’ tag,29879
2021-12-16,domain4,Valid,"Indexed, not submitted in sitemap",23932
2021-12-16,domain4,Warning,"Indexed, though blocked by robots.txt",2
2021-12-16,domain4,Excluded,Not found (404),113
2021-12-16,domain4,Warning,Page indexed without content,0
2021-12-16,domain4,Excluded,Page with redirect,1938
2021-12-16,domain4,Error,Server error (5xx),4
2021-12-16,domain4,Excluded,Soft 404,31
2021-12-09,domain5,Excluded,Alternate page with proper canonical tag,1275
2021-12-09,domain5,Excluded,Crawled - currently not indexed,102699
2021-12-09,domain5,Excluded,Discovered - currently not indexed,117412
2021-12-09,domain5,Excluded,Duplicate without user-selected canonical,2419
2021-12-09,domain5,Excluded,"Duplicate, Google chose different canonical than user",196
2021-12-09,domain5,Excluded,"Duplicate, submitted URL not selected as canonical",118
2021-12-09,domain5,Excluded,Excluded by ‘noindex’ tag,33591
2021-12-09,domain5,Valid,"Indexed, not submitted in sitemap",76920
2021-12-09,domain5,Excluded,Not found (404),1143
2021-12-09,domain5,Excluded,Page with redirect,35417
2021-12-09,domain5,Error,Redirect error,0
2021-12-09,domain5,Error,Server error (5xx),55
2021-12-09,domain5,Excluded,Soft 404,3723
,domain5,Valid,Submitted and indexed,14179
2021-12-09,domain5,Error,Submitted URL marked ‘noindex’,16
2021-12-09,domain5,Error,Submitted URL not found (404),0
2021-12-09,domain5,Error,Submitted URL seems to be a Soft 404,14
2021-12-10,domain5,Excluded,Alternate page with proper canonical tag,1275
2021-12-10,domain5,Excluded,Crawled - currently not indexed,102699
2021-12-10,domain5,Excluded,Discovered - currently not indexed,117412
2021-12-10,domain5,Excluded,Duplicate without user-selected canonical,2419
2021-12-10,domain5,Excluded,"Duplicate, Google chose different canonical than user",196
2021-12-10,domain5,Excluded,"Duplicate, submitted URL not selected as canonical",118
2021-12-10,domain5,Excluded,Excluded by ‘noindex’ tag,33591
2021-12-10,domain5,Valid,"Indexed, not submitted in sitemap",76920
2021-12-10,domain5,Excluded,Not found (404),1143
2021-12-10,domain5,Excluded,Page with redirect,
2021-12-10,domain5,Error,Redirect error,0
2021-12-10,domain5,Error,Server error (5xx),55
2021-12-10,domain5,Excluded,Soft 404,3723
2021-12-10,domain5,Valid,Submitted and indexed,14179
2021-12-10,domain5,Error,Submitted URL marked ‘noindex’,16
2021-12-10,domain5,Error,Submitted URL not found (404),0
2021-12-10,domain5,Error,Submitted URL seems to be a Soft 404,14
2021-12-13,domain5,Excluded,Alternate page with proper canonical tag,1259
2021-12-13,domain5,Excluded,Blocked due to other 4xx issue,1
2021-12-13,domain5,Excluded,Crawled - currently not indexed,100442
,domain5,Excluded,Discovered - currently not indexed,116406
2021-12-13,domain5,Excluded,Duplicate without user-selected canonical,2300
2021-12-13,domain5,Excluded,"Duplicate, Google chose different canonical than user",
2021-12-13,domain5,Excluded,"Duplicate, submitted URL not selected as canonical",118
2021-12-13,domain5,Excluded,Excluded by ‘noindex’ tag,33777
2021-12-13,domain5,Valid,"Indexed, not submitted in sitemap",76301
2021-12-13,domain5,Excluded,Not found (404),1072
2021-12-13,domain5,Warning,Page indexed without content,2
2021-12-13,domain5,Excluded,Page with redirect,34126
2021-12-13,domain5,Error,Redirect error,417
2021-12-13,domain5,Error,,57
2021-12-13,,Excluded,Soft 404,5287
2021-12-13,domain5,Valid,Submitted and indexed,14970
2021-12-13,domain5,Error,Submitted URL marked ‘noindex’,24
2021-12-13,domain5,Error,Submitted URL not found (404),0
2021-12-13,domain5,Error,,14
2021-12-14,domain5,Excluded,Alternate page with proper canonical tag,1259
2021-12-14,domain5,Excluded,Blocked due to other 4xx issue,1
2021-12-14,domain5,Excluded,Crawled - currently not indexed,100442
2021-12-14,domain5,Excluded,Discovered - currently not indexed,116406
2021-12-14,domain5,Excluded,Duplicate without user-selected canonical,2300
2021-12-14,domain5,Excluded,"Duplicate, Google chose different canonical than user",194
2021-12-14,domain5,Excluded,"Duplicate, submitted URL not selected as canonical",118
2021-12-14,domain5,Excluded,Excluded by ‘noindex’ tag,33777
2021-12-14,domain5,Valid,"Indexed, not submitted in sitemap",76301
2021-12-14,domain5,Excluded,Not found (404),1072
2021-12-14,domain5,Warning,Page indexed without content,2
2021-12-14,domain5,Excluded,Page with redirect,34126
2021-12-14,domain5,Error,Redirect error,417
2021-12-14,domain5,Error,Server error (5xx),57
2021-12-14,domain5,Excluded,Soft 404,5287
2021-12-14,domain5,Valid,Submitted and indexed,14970
2021-12-14,domain5,Error,Submitted URL marked ‘noindex’,24
2021-12-14,domain5,Error,Submitted URL not found (404),0
2021-12-14,domain5,Error,Submitted URL seems to be a Soft 404,14
2021-12-15,domain5,Excluded,Alternate page with proper canonical tag,1252
2021-12-15,domain5,Excluded,Blocked due to other 4xx issue,1
2021-12-15,domain5,Excluded,Crawled - currently not indexed,98319
2021-12-15,domain5,Excluded,Discovered - currently not indexed,116133
2021-12-15,domain5,Excluded,Duplicate without user-selected canonical,2234
2021-12-15,domain5,Excluded,"Duplicate, Google chose different canonical than user",195
2021-12-15,domain5,Excluded,"Duplicate, submitted URL not selected as canonical",113
2021-12-15,domain5,Excluded,Excluded by ‘noindex’ tag,33647
2021-12-15,domain5,Valid,"Indexed, not submitted in sitemap",76140
2021-12-15,domain5,Excluded,Not found (404),1120
2021-12-15,domain5,Warning,Page indexed without content,1
2021-12-15,domain5,Excluded,Page with redirect,33354
2021-12-15,domain5,Error,Redirect error,423
2021-12-15,domain5,Error,Server error (5xx),57
2021-12-15,domain5,Excluded,Soft 404,5861
,domain5,Valid,Submitted and indexed,14979
2021-12-15,domain5,Error,Submitted URL marked ‘noindex’,24
2021-12-15,domain5,Error,Submitted URL not found (404),0
2021-12-15,domain5,Error,Submitted URL seems to be a Soft 404,13
2021-12-06,domain6,Excluded,Blocked by robots.txt,10
2021-12-06,domain6,Excluded,Crawled - currently not indexed,1
2021-12-06,domain6,Excluded,,161
2021-12-06,domain6,Valid,"Indexed, not submitted in sitemap",0
2021-12-06,domain6,Warning,"Indexed, though blocked by robots.txt",61
2021-12-06,domain6,Excluded,Not found (404),0
2021-12-06,domain6,Excluded,Page with redirect,52
2021-12-06,domain6,Excluded,Soft 404,
2021-12-07,domain6,Excluded,Blocked by robots.txt,10
2021-12-07,domain6,Excluded,Crawled - currently not indexed,1
2021-12-07,domain6,Excluded,Excluded by ‘noindex’ tag,161
2021-12-07,domain6,Valid,"Indexed, not submitted in sitemap",0
2021-12-07,domain6,Warning,"Indexed, though blocked by robots.txt",61
2021-12-07,domain6,Excluded,Not found (404),0
2021-12-07,domain6,Excluded,Page with redirect,52
2021-12-07,domain6,Excluded,Soft 404,4
2021-12-09,domain6,Excluded,Blocked by robots.txt,10
2021-12-09,domain6,Excluded,Crawled - currently not indexed,1
2021-12-09,domain6,Excluded,Excluded by ‘noindex’ tag,158
2021-12-09,domain6,Valid,"Indexed, not submitted in sitemap",0
2021-12-09,domain6,Warning,"Indexed, though blocked by robots.txt",58
2021-12-09,domain6,Excluded,Not found (404),0
2021-12-09,domain6,Excluded,Page with redirect,53
2021-12-09,domain6,Excluded,Soft 404,4
2021-12-10,domain6,Excluded,Blocked by robots.txt,10
2021-12-10,domain6,Excluded,Crawled - currently not indexed,1
2021-12-10,domain6,Excluded,Excluded by ‘noindex’ tag,158
2021-12-10,,Valid,"Indexed, not submitted in sitemap",0
2021-12-10,domain6,Warning,"Indexed, though blocked by robots.txt",58
2021-12-10,domain6,Excluded,Not found (404),0
2021-12-10,,Excluded,Page with redirect,53
2021-12-10,domain6,Excluded,Soft 404,4
2021-12-11,domain6,Excluded,Blocked by robots.txt,10
2021-12-11,domain6,Excluded,Crawled - currently not indexed,1
2021-12-11,domain6,Excluded,Excluded by ‘noindex’ tag,158
2021-12-11,domain6,Valid,"Indexed, not submitted in sitemap",0
2021-12-11,domain6,Warning,"Indexed, though blocked by robots.txt",58
2021-12-11,domain6,Excluded,Not found (404),0
2021-12-11,domain6,Excluded,Page with redirect,53
2021-12-11,domain6,Excluded,Soft 404,4
2021-12-13,domain6,Excluded,Blocked by robots.txt,9
2021-12-13,domain6,Excluded,Crawled - currently not indexed,1
2021-12-13,domain6,Excluded,Excluded by ‘noindex’ tag,152
2021-12-13,domain6,,"Indexed, not submitted in sitemap",0
2021-12-13,domain6,Warning,"Indexed, though blocked by robots.txt",52
2021-12-13,domain6,,Not found (404),0
2021-12-13,domain6,Excluded,,52
2021-12-13,domain6,Error,Redirect error,3
2021-12-13,domain6,Excluded,Soft 404,4
2021-12-14,domain6,Excluded,Blocked by robots.txt,9
2021-12-14,domain6,Excluded,Crawled - currently not indexed,1
2021-12-14,domain6,Excluded,Excluded by ‘noindex’ tag,152
2021-12-14,domain6,Valid,"Indexed, not submitted in sitemap",0
2021-12-14,domain6,Warning,"Indexed, though blocked by robots.txt",52
2021-12-14,domain6,Excluded,Not found (404),0
2021-12-14,domain6,Excluded,Page with redirect,52
2021-12-14,domain6,Error,Redirect error,3
2021-12-14,domain6,Excluded,Soft 404,4
2021-12-15,domain6,Excluded,,9
2021-12-15,domain6,Excluded,Crawled - currently not indexed,0
2021-12-15,domain6,Excluded,Excluded by ‘noindex’ tag,146
2021-12-15,domain6,Valid,"Indexed, not submitted in sitemap",1
2021-12-15,domain6,Warning,"Indexed, though blocked by robots.txt",50
2021-12-15,domain6,Excluded,Not found (404),0
2021-12-15,domain6,Excluded,Page with redirect,52
2021-12-15,domain6,Error,Redirect error,1
2021-12-15,domain6,Excluded,Soft 404,5
2021-12-16,domain6,Excluded,Blocked by robots.txt,9
2021-12-16,domain6,Excluded,Crawled - currently not indexed,0
2021-12-16,domain6,Excluded,Excluded by ‘noindex’ tag,146
2021-12-16,domain6,Valid,"Indexed, not submitted in sitemap",1
2021-12-16,domain6,Warning,"Indexed, though blocked by robots.txt",50
2021-12-16,domain6,Excluded,Not found (404),0
2021-12-16,domain6,Excluded,Page with redirect,52
2021-12-16,domain6,Error,Redirect error,1
2021-12-16,domain6,Excluded,Soft 404,5
2021-12-06,domain7,Excluded,Excluded by ‘noindex’ tag,2
2021-12-06,domain7,Valid,"Indexed, not submitted in sitemap",0
2021-12-06,domain7,Excluded,Not found (404),0
2021-12-06,domain7,Excluded,Page with redirect,
2021-12-06,domain7,Excluded,Soft 404,0
2021-12-07,domain7,Excluded,Excluded by ‘noindex’ tag,2
2021-12-07,domain7,Valid,"Indexed, not submitted in sitemap",0
2021-12-07,domain7,Excluded,Not found (404),0
2021-12-07,domain7,Excluded,Page with redirect,58
2021-12-07,domain7,Excluded,Soft 404,0
2021-12-09,domain7,Excluded,Excluded by ‘noindex’ tag,2
2021-12-09,domain7,Valid,"Indexed, not submitted in sitemap",0
2021-12-09,domain7,Excluded,Not found (404),0
2021-12-09,domain7,Excluded,Page with redirect,58
2021-12-09,domain7,Excluded,Soft 404,0
2021-12-10,domain7,Excluded,Excluded by ‘noindex’ tag,2
2021-12-10,domain7,Valid,"Indexed, not submitted in sitemap",0
2021-12-10,domain7,Excluded,Not found (404),0
2021-12-10,domain7,,Page with redirect,58
2021-12-10,domain7,Excluded,Soft 404,0
2021-12-11,domain7,Excluded,Excluded by ‘noindex’ tag,2
2021-12-11,domain7,Valid,"Indexed, not submitted in sitemap",0
2021-12-11,domain7,Excluded,Not found (404),0
2021-12-11,domain7,Excluded,Page with redirect,58
2021-12-11,domain7,Excluded,Soft 404,0
2021-12-13,domain7,Excluded,Crawled - currently not indexed,1
2021-12-13,domain7,Excluded,Excluded by ‘noindex’ tag,2
2021-12-13,domain7,Valid,"Indexed, not submitted in sitemap",0
2021-12-13,domain7,Excluded,,0
2021-12-13,domain7,Excluded,Page with redirect,57
2021-12-13,domain7,Excluded,Soft 404,0
2021-12-14,domain7,Excluded,Crawled - currently not indexed,1
2021-12-14,domain7,Excluded,Excluded by ‘noindex’ tag,2
2021-12-14,domain7,Valid,"Indexed, not submitted in sitemap",0
2021-12-14,domain7,Excluded,Not found (404),0
2021-12-14,domain7,Excluded,Page with redirect,57
2021-12-15,domain7,Excluded,Crawled - currently not indexed,1
2021-12-15,domain7,Excluded,Excluded by ‘noindex’ tag,2
2021-12-15,domain7,Valid,"Indexed, not submitted in sitemap",0
2021-12-15,domain7,Excluded,Not found (404),0
2021-12-15,domain7,Excluded,Page with redirect,57
2021-12-16,domain7,Excluded,Crawled - currently not indexed,1
2021-12-16,domain7,Excluded,Excluded by ‘noindex’ tag,2
2021-12-16,domain7,Valid,"Indexed, not submitted in sitemap",0
2021-12-16,domain7,Excluded,Not found (404),0
2021-12-16,domain7,Excluded,Page with redirect,57
2021-12-06,domain8,Excluded,Crawled - currently not indexed,8
2021-12-06,domain8,Excluded,Duplicate without user-selected canonical,6
2021-12-06,domain8,Excluded,Excluded by ‘noindex’ tag,14
2021-12-06,domain8,Excluded,Page with redirect,138
2021-12-07,domain8,Excluded,Crawled - currently not indexed,8
2021-12-07,domain8,Excluded,Duplicate without user-selected canonical,6
2021-12-07,domain8,Excluded,Excluded by ‘noindex’ tag,14
2021-12-07,domain8,Excluded,Page with redirect,138
2021-12-09,domain8,Excluded,Crawled - currently not indexed,8
2021-12-09,domain8,Excluded,Duplicate without user-selected canonical,6
2021-12-09,domain8,Excluded,Excluded by ‘noindex’ tag,14
2021-12-09,domain8,Excluded,Page with redirect,138
2021-12-10,domain8,Excluded,Crawled - currently not indexed,8
2021-12-10,domain8,Excluded,Duplicate without user-selected canonical,6
2021-12-10,domain8,Excluded,Excluded by ‘noindex’ tag,14
2021-12-10,domain8,Excluded,Page with redirect,138
2021-12-11,domain8,Excluded,Crawled - currently not indexed,8
2021-12-11,domain8,Excluded,Duplicate without user-selected canonical,6
2021-12-11,domain8,Excluded,Excluded by ‘noindex’ tag,14
2021-12-11,domain8,Excluded,Page with redirect,138
2021-12-13,domain8,Excluded,Crawled - currently not indexed,
2021-12-13,domain8,Excluded,Duplicate without user-selected canonical,6
2021-12-13,domain8,Excluded,Excluded by ‘noindex’ tag,14
2021-12-13,domain8,Excluded,Page with redirect,131
2021-12-14,domain8,Excluded,Crawled - currently not indexed,8
2021-12-14,domain8,Excluded,Duplicate without user-selected canonical,6
2021-12-14,domain8,Excluded,Excluded by ‘noindex’ tag,14
2021-12-14,domain8,Excluded,Page with redirect,131
2021-12-15,domain8,Excluded,Crawled - currently not indexed,8
2021-12-15,domain8,Excluded,Duplicate without user-selected canonical,6
2021-12-15,domain8,Excluded,Excluded by ‘noindex’ tag,14
2021-12-15,domain8,Excluded,Page with redirect,131
2021-12-06,domain9,Excluded,Crawled - currently not indexed,7
2021-12-06,domain9,Excluded,Excluded by ‘noindex’ tag,46
2021-12-06,domain9,Valid,"Indexed, not submitted in sitemap",1
2021-12-06,domain9,Excluded,Not found (404),7
2021-12-06,domain9,Excluded,Page with redirect,1480
2021-12-06,domain9,Error,Server error (5xx),1
2021-12-07,domain9,Excluded,Crawled - currently not indexed,7
2021-12-07,domain9,Excluded,Excluded by ‘noindex’ tag,46
2021-12-07,domain9,Valid,"Indexed, not submitted in sitemap",1
2021-12-07,domain9,Excluded,Not found (404),7
2021-12-07,domain9,Excluded,Page with redirect,1480
2021-12-07,domain9,Error,Server error (5xx),1
2021-12-09,domain9,Excluded,Crawled - currently not indexed,7
2021-12-09,domain9,Excluded,Excluded by ‘noindex’ tag,43
2021-12-09,domain9,Valid,"Indexed, not submitted in sitemap",1
